event_date,new,retained,total,app::multi-filter
2017-01-02,42,105,147,abactionchina_49cba9cb
2017-01-02,62,44,106,tntgame_149fb4d3
2017-01-02,914,6821,7735,AngryBirdsClassicLight
2017-01-02,1570,3838,5408,AngryBirdsFriends
2017-01-02,1911,5422,7333,BadPiggiesFull
2017-01-02,83,290,373,PurpleChina
2017-01-02,708,127,835,toonstvkidoz_c161558
2017-01-02,505,3011,3516,ChannelRoku
2017-01-02,420,1456,1876,AngryBirdsStarWarsLight
2017-01-02,818,2924,3742,AngryBirdsSeasonsFull
2017-01-02,1950,4493,6443,BlueSteel
2017-01-02,197,1203,1400,Purple
2017-01-02,383,292,675,abactionchinaandroid_1d7ba513
2017-01-02,224,745,969,purpleamazonfire_74641a18
2017-01-02,315,255,570,angrybirdsfortumo_7bf816e1
2017-01-02,2934,7899,10833,Crimson
2017-01-02,3745,10636,14381,ChannelSmartTv
2017-01-02,111,928,1039,BadPiggiesLight
2017-01-02,6559,13355,19914,AngryBirdsRioFull
2017-01-02,6621,15483,22104,AngryBirdsClassic
2017-01-02,5414,7225,12639,Abba
2017-01-02,311,990,1301,AngryBirdsClassicTalkweb
2017-01-02,19,90,109,ChannelAngryBirdsRoost
2017-01-02,2757,6017,8774,AngryBirdsStarWarsFull
2017-01-02,1564,2823,4387,Gold
2017-01-02,233,726,959,Birdkeeper
2017-01-02,211,926,1137,badpiggiesodyssey_38481962
2017-01-02,211,453,664,popcorn_7901fbf5
2017-01-02,3806,88,3894,rovio_3bb4586d
2017-01-02,54,212,266,toonstvappletv_7c3cb333
2017-01-02,88,657,745,AngryBirdsSpaceLight
2017-01-02,,5,5,abbakunluniosgpchina_1fffd0c2
2017-01-26,197,561,758,Birdkeeper
2017-01-26,5302,412,5714,ChannelWeb
2017-01-26,223,208,431,angrybirdsfortumo_7bf816e1
2017-01-26,1231,3252,4483,AngryBirdsFriends
2017-01-26,13,73,86,ChannelAngryBirdsRoost
2017-01-26,851,636,1487,toonstvkidoz_c161558
2017-01-26,1002,2194,3196,Gold
2017-01-26,4800,11429,16229,AngryBirdsRioFull
2017-01-26,12,23,35,tntgame_149fb4d3
2017-01-26,110,644,754,purpleamazonfire_74641a18
2017-01-26,168,428,596,PurpleChina
2017-01-26,193,365,558,popcorn_7901fbf5
2017-01-26,42,200,242,toonstvappletv_7c3cb333
2017-01-26,2368,11532,13900,ChannelSmartTv
2017-01-26,513,1561,2074,toonstvmade4samsung_6d2a0fc4
2017-01-26,4352,6158,10510,Abba
2017-01-26,68,492,560,AngryBirdsSpaceLight
2017-01-26,8085,8804,16889,AngryBirdsSpaceFull
2017-01-26,5591,24972,30563,Toonstv
2017-01-26,54,621,675,BadPiggiesLight
2017-01-26,2027,4818,6845,AngryBirdsStarWarsFull
2017-01-26,1375,4238,5613,BlueSteel
2017-01-26,1578,3157,4735,Yellow
2017-01-26,92,769,861,badpiggiesodyssey_38481962
2017-01-26,,1,1,toonsclientsdk_3f59016a
2017-01-26,1457,4339,5796,BadPiggiesFull
2017-01-26,679,5473,6152,AngryBirdsClassicLight
2017-01-26,2986,138,3124,rovio_3bb4586d
2017-01-26,146,923,1069,Purple
2017-01-26,914,2263,3177,AngryBirdsSeasonsFull
2017-01-26,2069,6539,8608,Crimson
2017-01-26,274,2505,2779,ChannelRoku
2017-01-26,555,1311,1866,AngryBirdsClassicTalkweb
2017-01-26,740,390,1130,abactionchinaandroid_1d7ba513
2017-01-26,1,6,7,abbakunluniosgpchina_1fffd0c2
2017-01-26,4775,12613,17388,AngryBirdsClassic
2017-01-26,234,1027,1261,AngryBirdsStarWarsLight
2017-01-26,99,100,199,abactionchina_49cba9cb
2017-02-23,1284,3235,4519,Yellow
2017-02-23,9,61,70,ChannelAngryBirdsRoost
2017-02-23,199,179,378,abactionchinaandroid_1d7ba513
2017-02-23,1099,3860,4959,BlueSteel
2017-02-23,219,811,1030,AngryBirdsClassicTalkweb
2017-02-23,1669,5029,6698,AngryBirdsSpaceFull
2017-02-23,63,603,666,BadPiggiesLight
2017-02-23,1523,4373,5896,AngryBirdsStarWarsFull
2017-02-23,81,628,709,purpleamazonfire_74641a18
2017-02-23,155,614,769,Birdkeeper
2017-02-23,978,3124,4102,AngryBirdsFriends
2017-02-23,120,2,122,spilgamesweb_4015b0ee
2017-02-23,306,2569,2875,ChannelRoku
2017-02-23,3355,974,4329,rovio_3bb4586d
2017-02-23,167,948,1115,AngryBirdsStarWarsLight
2017-02-23,3294,10542,13836,AngryBirdsClassic
2017-02-23,425,1636,2061,toonstvmade4samsung_6d2a0fc4
2017-02-23,2909,10258,13167,AngryBirdsRioFull
2017-02-23,141,369,510,popcorn_7901fbf5
2017-02-23,20,19,39,tntgame_149fb4d3
2017-02-23,63,186,249,PurpleChina
2017-02-23,4366,6290,10656,Abba
2017-02-23,1231,268,1499,toonstvkidoz_c161558
2017-02-23,1870,10954,12824,ChannelSmartTv
2017-02-23,1241,4361,5602,BadPiggiesFull
2017-02-23,502,1986,2488,AngryBirdsSeasonsFull
2017-02-23,58,777,835,badpiggiesodyssey_38481962
2017-02-23,3562,266,3828,ChannelWeb
2017-02-23,721,2016,2737,Gold
2017-02-23,1074,5205,6279,Crimson
2017-02-23,588,5239,5827,AngryBirdsClassicLight
2017-02-23,161,56,217,abactionchina_49cba9cb
2017-02-23,126,826,952,Purple
2017-02-23,,2,2,abbakunluniosgpchina_1fffd0c2
2017-02-23,33,192,225,toonstvappletv_7c3cb333
2017-02-23,4866,25175,30041,Toonstv
2017-02-23,146,189,335,angrybirdsfortumo_7bf816e1
2017-02-23,,1,1,toonsclientsdk_3f59016a
2017-02-23,66,468,534,AngryBirdsSpaceLight
2017-01-17,3079,5338,8417,AngryBirdsSpaceFull
2017-01-17,82,477,559,AngryBirdsSpaceLight
2017-01-17,4168,175,4343,rovio_3bb4586d
2017-01-17,255,224,479,angrybirdsfortumo_7bf816e1
2017-01-17,2,4,6,abbakunluniosgpchina_1fffd0c2
2017-01-17,136,388,524,PurpleChina
2017-01-17,842,2202,3044,AngryBirdsSeasonsFull
2017-01-17,1116,3315,4431,BlueSteel
2017-01-17,499,1122,1621,AngryBirdsClassicTalkweb
2017-01-17,53,605,658,BadPiggiesLight
2017-01-17,2052,4614,6666,AngryBirdsStarWarsFull
2017-01-17,4653,386,5039,ChannelWeb
2017-01-17,5736,23494,29230,Toonstv
2017-01-17,531,336,867,abactionchinaandroid_1d7ba513
2017-01-17,,1,1,abbafortumo_6df226f7
2017-01-17,1597,3200,4797,Yellow
2017-01-17,1107,654,1761,toonstvkidoz_c161558
2017-01-17,137,818,955,Purple
2017-01-17,664,5332,5996,AngryBirdsClassicLight
2017-01-17,1031,2304,3335,Gold
2017-01-17,5227,12390,17617,AngryBirdsClassic
2017-01-17,1112,3249,4361,AngryBirdsFriends
2017-01-17,209,600,809,Birdkeeper
2017-01-17,2085,6533,8618,Crimson
2017-01-17,4443,5927,10370,Abba
2017-01-17,2283,10749,13032,ChannelSmartTv
2017-01-17,74,87,161,abactionchina_49cba9cb
2017-01-17,4823,10874,15697,AngryBirdsRioFull
2017-01-17,1310,4514,5824,BadPiggiesFull
2017-01-17,11,21,32,tntgame_149fb4d3
2017-01-17,98,705,803,badpiggiesodyssey_38481962
2017-01-17,13,70,83,ChannelAngryBirdsRoost
2017-01-17,291,2544,2835,ChannelRoku
2017-01-17,507,1559,2066,toonstvmade4samsung_6d2a0fc4
2017-01-17,131,605,736,purpleamazonfire_74641a18
2017-01-17,153,330,483,popcorn_7901fbf5
2017-01-17,38,185,223,toonstvappletv_7c3cb333
2017-01-17,202,1020,1222,AngryBirdsStarWarsLight
2017-01-07,4006,12004,16010,ChannelSmartTv
2017-01-07,2370,4451,6821,Yellow
2017-01-07,3136,8611,11747,Crimson
2017-01-07,1162,7510,8672,AngryBirdsClassicLight
2017-01-07,1484,3284,4768,Gold
2017-01-07,111,685,796,AngryBirdsSpaceLight
2017-01-07,26,36,62,tntgame_149fb4d3
2017-01-07,2181,5983,8164,BadPiggiesFull
2017-01-07,154,358,512,PurpleChina
2017-01-07,3884,120,4004,rovio_3bb4586d
2017-01-07,5026,305,5331,ChannelWeb
2017-01-07,4307,7164,11471,AngryBirdsSpaceFull
2017-01-07,1323,261,1584,toonstvkidoz_c161558
2017-01-07,179,1290,1469,Purple
2017-01-07,1,10,11,abbakunluniosgpchina_1fffd0c2
2017-01-07,82,227,309,toonstvappletv_7c3cb333
2017-01-07,417,1220,1637,AngryBirdsClassicTalkweb
2017-01-07,97,942,1039,BadPiggiesLight
2017-01-07,232,803,1035,purpleamazonfire_74641a18
2017-01-07,426,1507,1933,AngryBirdsStarWarsLight
2017-01-07,5391,7609,13000,Abba
2017-01-07,7411,16433,23844,AngryBirdsClassic
2017-01-07,235,495,730,popcorn_7901fbf5
2017-01-07,481,3163,3644,ChannelRoku
2017-01-07,6829,14567,21396,AngryBirdsRioFull
2017-01-07,3054,6252,9306,AngryBirdsStarWarsFull
2017-01-07,1807,4651,6458,BlueSteel
2017-01-07,4142,1774,5916,toonstvmade4samsung_6d2a0fc4
2017-01-07,891,3048,3939,AngryBirdsSeasonsFull
2017-01-07,223,789,1012,Birdkeeper
2017-01-07,54,88,142,abactionchina_49cba9cb
2017-01-07,7064,28652,35716,Toonstv
2017-01-07,209,1041,1250,badpiggiesodyssey_38481962
2017-01-07,512,330,842,abactionchinaandroid_1d7ba513
2017-01-07,1679,4497,6176,AngryBirdsFriends
2017-01-07,21,87,108,ChannelAngryBirdsRoost
2017-01-07,374,291,665,angrybirdsfortumo_7bf816e1
2017-01-27,5802,427,6229,ChannelWeb
2017-01-27,5092,13633,18725,AngryBirdsClassic
2017-01-27,1590,4923,6513,BadPiggiesFull
2017-01-27,1066,2508,3574,AngryBirdsSeasonsFull
2017-01-27,72,841,913,BadPiggiesLight
2017-01-27,4559,6774,11333,Abba
2017-01-27,483,1652,2135,toonstvmade4samsung_6d2a0fc4
2017-01-27,5204,12485,17689,AngryBirdsRioFull
2017-01-27,954,475,1429,abactionchinaandroid_1d7ba513
2017-01-27,1282,3630,4912,AngryBirdsFriends
2017-01-27,1439,4231,5670,BlueSteel
2017-01-27,217,479,696,PurpleChina
2017-01-27,18,88,106,ChannelAngryBirdsRoost
2017-01-27,98,778,876,badpiggiesodyssey_38481962
2017-01-27,216,619,835,Birdkeeper
2017-01-27,2387,7424,9811,Crimson
2017-01-27,,1,1,toonstvsocialmobile_3c7ae0d6
2017-01-27,222,184,406,angrybirdsfortumo_7bf816e1
2017-01-27,309,2706,3015,ChannelRoku
2017-01-27,7611,9236,16847,AngryBirdsSpaceFull
2017-01-27,21,25,46,tntgame_149fb4d3
2017-01-27,2357,12171,14528,ChannelSmartTv
2017-01-27,185,399,584,popcorn_7901fbf5
2017-01-27,1823,3662,5485,Yellow
2017-01-27,3309,136,3445,rovio_3bb4586d
2017-01-27,2292,5429,7721,AngryBirdsStarWarsFull
2017-01-27,109,147,256,abactionchina_49cba9cb
2017-01-27,92,659,751,AngryBirdsSpaceLight
2017-01-27,1115,2644,3759,Gold
2017-01-27,3,15,18,abbakunluniosgpchina_1fffd0c2
2017-01-27,178,1056,1234,Purple
2017-01-27,663,1365,2028,AngryBirdsClassicTalkweb
2017-01-27,128,685,813,purpleamazonfire_74641a18
2017-01-27,6395,27534,33929,Toonstv
2017-01-27,45,198,243,toonstvappletv_7c3cb333
2017-01-27,257,1075,1332,AngryBirdsStarWarsLight
2017-01-27,645,531,1176,toonstvkidoz_c161558
2017-01-27,841,6185,7026,AngryBirdsClassicLight
2017-01-24,693,5445,6138,AngryBirdsClassicLight
2017-01-24,874,2232,3106,AngryBirdsSeasonsFull
2017-01-24,952,663,1615,toonstvkidoz_c161558
2017-01-24,4762,11441,16203,AngryBirdsRioFull
2017-01-24,2039,6768,8807,Crimson
2017-01-24,940,2277,3217,Gold
2017-01-24,152,390,542,PurpleChina
2017-01-24,39,206,245,toonstvappletv_7c3cb333
2017-01-24,8971,8555,17526,AngryBirdsSpaceFull
2017-01-24,1101,3371,4472,AngryBirdsFriends
2017-01-24,156,364,520,popcorn_7901fbf5
2017-01-24,184,530,714,Birdkeeper
2017-01-24,11,16,27,tntgame_149fb4d3
2017-01-24,5189,404,5593,ChannelWeb
2017-01-24,8,78,86,ChannelAngryBirdsRoost
2017-01-24,153,832,985,Purple
2017-01-24,5360,24696,30056,Toonstv
2017-01-24,315,2586,2901,ChannelRoku
2017-01-24,1981,4697,6678,AngryBirdsStarWarsFull
2017-01-24,3003,135,3138,rovio_3bb4586d
2017-01-24,1371,4503,5874,BadPiggiesFull
2017-01-24,,11,11,abbakunluniosgpchina_1fffd0c2
2017-01-24,67,503,570,AngryBirdsSpaceLight
2017-01-24,1605,3271,4876,Yellow
2017-01-24,,1,1,silver_3ddc7ced
2017-01-24,2205,11256,13461,ChannelSmartTv
2017-01-24,650,345,995,abactionchinaandroid_1d7ba513
2017-01-24,224,196,420,angrybirdsfortumo_7bf816e1
2017-01-24,1122,3671,4793,BlueSteel
2017-01-24,,2,2,toonsclientsdk_3f59016a
2017-01-24,553,1303,1856,AngryBirdsClassicTalkweb
2017-01-24,476,1597,2073,toonstvmade4samsung_6d2a0fc4
2017-01-24,255,1007,1262,AngryBirdsStarWarsLight
2017-01-24,4946,12419,17365,AngryBirdsClassic
2017-01-24,83,76,159,abactionchina_49cba9cb
2017-01-24,4563,6009,10572,Abba
2017-01-24,104,660,764,purpleamazonfire_74641a18
2017-01-24,56,575,631,BadPiggiesLight
2017-01-24,101,804,905,badpiggiesodyssey_38481962
2017-01-29,5611,375,5986,ChannelWeb
2017-01-29,14,36,50,tntgame_149fb4d3
2017-01-29,5947,15882,21829,AngryBirdsClassic
2017-01-29,6823,9709,16532,AngryBirdsSpaceFull
2017-01-29,237,1276,1513,Purple
2017-01-29,6324,14816,21140,AngryBirdsRioFull
2017-01-29,109,675,784,AngryBirdsSpaceLight
2017-01-29,271,226,497,angrybirdsfortumo_7bf816e1
2017-01-29,206,424,630,PurpleChina
2017-01-29,1591,4400,5991,AngryBirdsFriends
2017-01-29,2789,12294,15083,ChannelSmartTv
2017-01-29,4157,159,4316,rovio_3bb4586d
2017-01-29,1258,3139,4397,Gold
2017-01-29,361,1402,1763,AngryBirdsStarWarsLight
2017-01-29,197,545,742,popcorn_7901fbf5
2017-01-29,2096,6192,8288,BadPiggiesFull
2017-01-29,144,1081,1225,badpiggiesodyssey_38481962
2017-01-29,76,290,366,toonstvappletv_7c3cb333
2017-01-29,746,1962,2708,toonstvmade4samsung_6d2a0fc4
2017-01-29,2843,6394,9237,AngryBirdsStarWarsFull
2017-01-29,6778,29748,36526,Toonstv
2017-01-29,107,103,210,abactionchina_49cba9cb
2017-01-29,6011,8496,14507,Abba
2017-01-29,1258,3085,4343,AngryBirdsSeasonsFull
2017-01-29,1197,458,1655,abactionchinaandroid_1d7ba513
2017-01-29,217,720,937,Birdkeeper
2017-01-29,924,629,1553,toonstvkidoz_c161558
2017-01-29,1,6,7,abbakunluniosgpchina_1fffd0c2
2017-01-29,3118,9118,12236,Crimson
2017-01-29,2328,4807,7135,Yellow
2017-01-29,664,1212,1876,AngryBirdsClassicTalkweb
2017-01-29,1643,5187,6830,BlueSteel
2017-01-29,1013,7413,8426,AngryBirdsClassicLight
2017-01-29,471,3578,4049,ChannelRoku
2017-01-29,156,904,1060,purpleamazonfire_74641a18
2017-01-29,12,115,127,ChannelAngryBirdsRoost
2017-01-29,105,988,1093,BadPiggiesLight
2017-02-17,1889,4981,6870,AngryBirdsStarWarsFull
2017-02-17,16,81,97,ChannelAngryBirdsRoost
2017-02-17,3832,945,4777,rovio_3bb4586d
2017-02-17,159,647,806,Birdkeeper
2017-02-17,71,747,818,BadPiggiesLight
2017-02-17,139,917,1056,Purple
2017-02-17,67,515,582,AngryBirdsSpaceLight
2017-02-17,4028,11741,15769,AngryBirdsClassic
2017-02-17,217,1067,1284,AngryBirdsStarWarsLight
2017-02-17,5667,28208,33875,Toonstv
2017-02-17,175,408,583,popcorn_7901fbf5
2017-02-17,3334,6910,10244,AngryBirdsSpaceFull
2017-02-17,52,245,297,toonstvappletv_7c3cb333
2017-02-17,281,912,1193,AngryBirdsClassicTalkweb
2017-02-17,734,5924,6658,AngryBirdsClassicLight
2017-02-17,1970,11723,13693,ChannelSmartTv
2017-02-17,1320,3949,5269,AngryBirdsFriends
2017-02-17,3824,11804,15628,AngryBirdsRioFull
2017-02-17,294,269,563,abactionchinaandroid_1d7ba513
2017-02-17,4401,284,4685,ChannelWeb
2017-02-17,1,6,7,abbakunluniosgpchina_1fffd0c2
2017-02-17,1347,4949,6296,BadPiggiesFull
2017-02-17,3,10,13,spilgames_64ada0f8
2017-02-17,167,192,359,angrybirdsfortumo_7bf816e1
2017-02-17,1245,4421,5666,BlueSteel
2017-02-17,870,2181,3051,Gold
2017-02-17,6198,7502,13700,Abba
2017-02-17,538,252,790,toonstvkidoz_c161558
2017-02-17,1604,3842,5446,Yellow
2017-02-17,29,32,61,tntgame_149fb4d3
2017-02-17,331,2807,3138,ChannelRoku
2017-02-17,89,277,366,PurpleChina
2017-02-17,25,48,73,abactionchina_49cba9cb
2017-02-17,90,759,849,purpleamazonfire_74641a18
2017-02-17,1911,7252,9163,Crimson
2017-02-17,470,1756,2226,toonstvmade4samsung_6d2a0fc4
2017-02-17,96,880,976,badpiggiesodyssey_38481962
2017-02-17,1,1,2,abbafortumo_6df226f7
2017-02-17,742,2376,3118,AngryBirdsSeasonsFull
2017-02-07,4840,23673,28513,Toonstv
2017-02-07,3129,6395,9524,AngryBirdsSpaceFull
2017-02-07,1343,3128,4471,Yellow
2017-02-07,1791,6811,8602,Crimson
2017-02-07,1935,4793,6728,AngryBirdsStarWarsFull
2017-02-07,718,467,1185,abactionchinaandroid_1d7ba513
2017-02-07,33,195,228,toonstvappletv_7c3cb333
2017-02-07,4646,356,5002,ChannelWeb
2017-02-07,4290,11354,15644,AngryBirdsRioFull
2017-02-07,18,21,39,tntgame_149fb4d3
2017-02-07,829,2070,2899,Gold
2017-02-07,1264,4443,5707,BadPiggiesFull
2017-02-07,2002,10680,12682,ChannelSmartTv
2017-02-07,980,2327,3307,AngryBirdsSeasonsFull
2017-02-07,203,937,1140,AngryBirdsStarWarsLight
2017-02-07,55,97,152,abactionchina_49cba9cb
2017-02-07,191,599,790,Birdkeeper
2017-02-07,4024,713,4737,rovio_3bb4586d
2017-02-07,130,688,818,purpleamazonfire_74641a18
2017-02-07,623,5371,5994,AngryBirdsClassicLight
2017-02-07,1,2,3,abbafortumo_6df226f7
2017-02-07,1068,3539,4607,AngryBirdsFriends
2017-02-07,146,374,520,popcorn_7901fbf5
2017-02-07,634,1385,2019,AngryBirdsClassicTalkweb
2017-02-07,469,1696,2165,toonstvmade4samsung_6d2a0fc4
2017-02-07,58,616,674,BadPiggiesLight
2017-02-07,66,479,545,AngryBirdsSpaceLight
2017-02-07,8,74,82,ChannelAngryBirdsRoost
2017-02-07,3883,11720,15603,AngryBirdsClassic
2017-02-07,3937,5882,9819,Abba
2017-02-07,94,826,920,badpiggiesodyssey_38481962
2017-02-07,211,444,655,PurpleChina
2017-02-07,1494,4172,5666,BlueSteel
2017-02-07,989,758,1747,toonstvkidoz_c161558
2017-02-07,2,8,10,abbakunluniosgpchina_1fffd0c2
2017-02-07,151,888,1039,Purple
2017-02-07,158,167,325,angrybirdsfortumo_7bf816e1
2017-02-07,337,2668,3005,ChannelRoku
2017-01-08,7320,16512,23832,AngryBirdsClassic
2017-01-08,5492,341,5833,ChannelWeb
2017-01-08,2391,4597,6988,Yellow
2017-01-08,1767,4784,6551,BlueSteel
2017-01-08,1439,3174,4613,Gold
2017-01-08,116,371,487,PurpleChina
2017-01-08,,1,1,abbafortumo_6df226f7
2017-01-08,60,88,148,abactionchina_49cba9cb
2017-01-08,6628,14386,21014,AngryBirdsRioFull
2017-01-08,97,673,770,AngryBirdsSpaceLight
2017-01-08,216,766,982,Birdkeeper
2017-01-08,2085,6026,8111,BadPiggiesFull
2017-01-08,4040,7094,11134,AngryBirdsSpaceFull
2017-01-08,78,273,351,toonstvappletv_7c3cb333
2017-01-08,111,938,1049,BadPiggiesLight
2017-01-08,981,3136,4117,AngryBirdsSeasonsFull
2017-01-08,3794,11618,15412,ChannelSmartTv
2017-01-08,3309,9131,12440,Crimson
2017-01-08,185,972,1157,badpiggiesodyssey_38481962
2017-01-08,459,1191,1650,AngryBirdsClassicTalkweb
2017-01-08,1297,286,1583,toonstvkidoz_c161558
2017-01-08,219,495,714,popcorn_7901fbf5
2017-01-08,3951,107,4058,rovio_3bb4586d
2017-01-08,2886,6376,9262,AngryBirdsStarWarsFull
2017-01-08,407,290,697,angrybirdsfortumo_7bf816e1
2017-01-08,26,33,59,tntgame_149fb4d3
2017-01-08,15,102,117,ChannelAngryBirdsRoost
2017-01-08,402,1493,1895,AngryBirdsStarWarsLight
2017-01-08,202,1248,1450,Purple
2017-01-08,530,3171,3701,ChannelRoku
2017-01-08,486,311,797,abactionchinaandroid_1d7ba513
2017-01-08,5697,7629,13326,Abba
2017-01-08,1417,1949,3366,toonstvmade4samsung_6d2a0fc4
2017-01-08,216,772,988,purpleamazonfire_74641a18
2017-01-08,1101,7592,8693,AngryBirdsClassicLight
2017-01-08,6956,27922,34878,Toonstv
2017-01-08,1555,4503,6058,AngryBirdsFriends
2017-01-08,3,5,8,abbakunluniosgpchina_1fffd0c2
2017-02-02,137,847,984,Purple
2017-02-02,858,646,1504,toonstvkidoz_c161558
2017-02-02,183,614,797,Birdkeeper
2017-02-02,64,517,581,AngryBirdsSpaceLight
2017-02-02,4557,11072,15629,AngryBirdsRioFull
2017-02-02,805,2097,2902,Gold
2017-02-02,504,1646,2150,toonstvmade4samsung_6d2a0fc4
2017-02-02,139,368,507,popcorn_7901fbf5
2017-02-02,1111,3682,4793,BlueSteel
2017-02-02,1822,4623,6445,AngryBirdsStarWarsFull
2017-02-02,4534,23638,28172,Toonstv
2017-02-02,1859,6479,8338,Crimson
2017-02-02,943,2255,3198,AngryBirdsSeasonsFull
2017-02-02,9,22,31,tntgame_149fb4d3
2017-02-02,114,680,794,purpleamazonfire_74641a18
2017-02-02,1374,3027,4401,Yellow
2017-02-02,66,621,687,BadPiggiesLight
2017-02-02,42,170,212,toonstvappletv_7c3cb333
2017-02-02,4049,6930,10979,AngryBirdsSpaceFull
2017-02-02,4518,336,4854,ChannelWeb
2017-02-02,278,2529,2807,ChannelRoku
2017-02-02,90,766,856,badpiggiesodyssey_38481962
2017-02-02,3848,6007,9855,Abba
2017-02-02,3977,11408,15385,AngryBirdsClassic
2017-02-02,681,5344,6025,AngryBirdsClassicLight
2017-02-02,2058,10912,12970,ChannelSmartTv
2017-02-02,1210,3601,4811,AngryBirdsFriends
2017-02-02,7,10,17,abbakunluniosgpchina_1fffd0c2
2017-02-02,203,182,385,angrybirdsfortumo_7bf816e1
2017-02-02,624,1260,1884,AngryBirdsClassicTalkweb
2017-02-02,10,86,96,ChannelAngryBirdsRoost
2017-02-02,184,453,637,PurpleChina
2017-02-02,4124,285,4409,rovio_3bb4586d
2017-02-02,1464,4312,5776,BadPiggiesFull
2017-02-02,158,940,1098,AngryBirdsStarWarsLight
2017-02-02,798,456,1254,abactionchinaandroid_1d7ba513
2017-02-02,87,97,184,abactionchina_49cba9cb
